Region,Technology,Mode_of_operation,Year,Value,,Unit,Source,Updated at,Updated by
World,X_Gasifier,1,2018,0.75,,MEUR/PJ,Gasifier biomass producer gas small - medium scale - https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,02.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Gasifier,1,2025,0.694444444,,MEUR/PJ,Gasifier biomass producer gas small - medium scale - https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,02.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Gasifier,1,2030,0.638888889,,MEUR/PJ,Gasifier biomass producer gas small - medium scale - https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,02.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Gasifier,1,2035,0.625,,MEUR/PJ,Gasifier biomass producer gas small - medium scale - https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,02.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Gasifier,1,2040,0.611111111,,MEUR/PJ,Gasifier biomass producer gas small - medium scale - https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,02.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Gasifier,1,2045,0.597222222,,MEUR/PJ,Gasifier biomass producer gas small - medium scale - https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,02.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Gasifier,1,2050,0.583333333,,MEUR/PJ,Gasifier biomass producer gas small - medium scale - https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,02.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Gasifier,1,2055,0.583333333,,MEUR/PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Gasifier,1,2060,0.583333333,,MEUR/PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Liquifier,1,2018,0.001,,MEUR/PJ,Gas Liquefaction plant  - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Liquifier,1,2025,0.001,,MEUR/PJ,Gas Liquefaction plant  - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Liquifier,1,2030,0.001,,MEUR/PJ,Gas Liquefaction plant  - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Liquifier,1,2035,0.001,,MEUR/PJ,Gas Liquefaction plant  - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Liquifier,1,2040,0.001,,MEUR/PJ,Gas Liquefaction plant  - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Liquifier,1,2045,0.001,,MEUR/PJ,Gas Liquefaction plant  - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Liquifier,1,2050,0.001,,MEUR/PJ,Gas Liquefaction plant  - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Liquifier,1,2055,0.001,,MEUR/PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Liquifier,1,2060,0.001,,MEUR/PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Methanation,1,2018,0.001,,MEUR/PJ,,,
World,X_Methanation,1,2020,0.001,,MEUR/PJ,,,
World,X_Methanation,1,2021,0.001,,MEUR/PJ,Methanol from hydrogen and carbon dioxide- https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,02.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Methanation,1,2025,0.001,,MEUR/PJ,Methanol from hydrogen and carbon dioxide- https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,02.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Methanation,1,2030,0.001,,MEUR/PJ,Methanol from hydrogen and carbon dioxide- https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,02.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Methanation,1,2035,0.001,,MEUR/PJ,Methanol from hydrogen and carbon dioxide- https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,02.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Methanation,1,2040,0.001,,MEUR/PJ,Methanol from hydrogen and carbon dioxide- https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,02.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Methanation,1,2045,0.001,,MEUR/PJ,Methanol from hydrogen and carbon dioxide- https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,02.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Methanation,1,2050,0.001,,MEUR/PJ,Methanol from hydrogen and carbon dioxide- https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,02.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Methanation,1,2055,0.001,,MEUR/PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Methanation,1,2060,0.001,,MEUR/PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Methanation,2,2018,6.027777778,,MEUR/PJ,,,
World,X_Methanation,2,2020,6.027777778,,MEUR/PJ,,,
World,X_Methanation,2,2021,6.027777778,,MEUR/PJ,Bio Methanol- https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Methanation,2,2025,5.027777778,,MEUR/PJ,Bio Methanol- https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Methanation,2,2030,4.027777778,,MEUR/PJ,Bio Methanol- https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Methanation,2,2035,4.027777778,,MEUR/PJ,Bio Methanol- https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Methanation,2,2040,4.027777778,,MEUR/PJ,Bio Methanol- https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Methanation,2,2045,4.027777778,,MEUR/PJ,Bio Methanol- https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Methanation,2,2050,4.027777778,,MEUR/PJ,Bio Methanol- https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Methanation,2,2055,4.027777778,,MEUR/PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Methanation,2,2060,4.027777778,,MEUR/PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Powerfuel,1,2018,2.510805556,,MEUR/PJ,Power to Jet Fuel- https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Powerfuel,1,2025,2.038183333,,MEUR/PJ,Power to Jet Fuel- https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Powerfuel,1,2030,1.565561111,,MEUR/PJ,Power to Jet Fuel- https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Powerfuel,1,2035,1.255402778,,MEUR/PJ,Power to Jet Fuel- https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Powerfuel,1,2040,0.945244444,,MEUR/PJ,Power to Jet Fuel- https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Powerfuel,1,2045,0.782780556,,MEUR/PJ,Power to Jet Fuel- https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Powerfuel,1,2050,0.620316667,,MEUR/PJ,Power to Jet Fuel- https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_Powerfuel,1,2055,0.620316667,,MEUR/PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Powerfuel,1,2060,0.620316667,,MEUR/PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SMR,1,2018,0.06,,MEUR/PJ,"Hydrogen4EU_Report_Final_03-05-2021 - average of SMR large size, centralized and medium size, decentralized",18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_SMR,1,2025,0.053,,MEUR/PJ,"Hydrogen4EU_Report_Final_03-05-2021 - average of SMR large size, centralized and medium size, decentralized",18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_SMR,1,2030,0.045,,MEUR/PJ,"Hydrogen4EU_Report_Final_03-05-2021 - average of SMR large size, centralized and medium size, decentralized",18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_SMR,1,2035,0.045,,MEUR/PJ,"Hydrogen4EU_Report_Final_03-05-2021 - average of SMR large size, centralized and medium size, decentralized",18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_SMR,1,2040,0.045,,MEUR/PJ,"Hydrogen4EU_Report_Final_03-05-2021 - average of SMR large size, centralized and medium size, decentralized",18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_SMR,1,2045,0.045,,MEUR/PJ,"Hydrogen4EU_Report_Final_03-05-2021 - average of SMR large size, centralized and medium size, decentralized",18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_SMR,1,2050,0.045,,MEUR/PJ,"Hydrogen4EU_Report_Final_03-05-2021 - average of SMR large size, centralized and medium size, decentralized",18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_SMR,1,2055,0.045,,MEUR/PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SMR,1,2060,0.045,,MEUR/PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Gas,1,2018,4.6746,,MEUR/PJ,World Bank Commodity Outlook 2022,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Gas,1,2021,13.7339,,MEUR/PJ,World Bank Commodity Outlook 2022,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Gas,1,2025,8.835,,MEUR/PJ,IEA World Energy Outlook 2024: Natural gas (European Union): APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Gas,1,2030,5.1182,,MEUR/PJ,IEA World Energy Outlook 2024: Natural gas (European Union): APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Gas,1,2035,4.777,,MEUR/PJ,IEA World Energy Outlook 2024: Natural gas (European Union): APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Gas,1,2040,4.4358,,MEUR/PJ,IEA World Energy Outlook 2024: Natural gas (European Union): APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Gas,1,2045,4.4358,,MEUR/PJ,IEA World Energy Outlook 2024: Natural gas (European Union): APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Gas,1,2050,4.4358,,MEUR/PJ,IEA World Energy Outlook 2024: Natural gas (European Union): APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Gas,1,2055,4.4358,,MEUR/PJ,same as 2050 for now,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Gas,1,2060,4.4358,,MEUR/PJ,same as 2050 for now,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_H2,1,2018,99,,MEUR/PJ,dummy value,03.02.2026,Konstantin Loffler <kl@wip.tu-berlin.de>
World,Z_Import_H2,1,2020,99,,MEUR/PJ,dummy value,03.02.2026,Konstantin Loffler <kl@wip.tu-berlin.de>
World,Z_Import_H2,1,2025,49.1667,,MEUR/PJ,Fraunhofer ISI (2024): HYPAT Final Report. Values for 2030/2050 - rest interpolated,17.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_H2,1,2030,38.4368,,MEUR/PJ,Fraunhofer ISI (2024): HYPAT Final Report. Values for 2030/2050 - rest interpolated,17.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_H2,1,2035,35.554,,MEUR/PJ,Fraunhofer ISI (2024): HYPAT Final Report. Values for 2030/2050 - rest interpolated,17.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_H2,1,2040,32.0947,,MEUR/PJ,Fraunhofer ISI (2024): HYPAT Final Report. Values for 2030/2050 - rest interpolated,17.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_H2,1,2045,28.6354,,MEUR/PJ,Fraunhofer ISI (2024): HYPAT Final Report. Values for 2030/2050 - rest interpolated,17.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_H2,1,2050,26.9058,,MEUR/PJ,Fraunhofer ISI (2024): HYPAT Final Report. Values for 2030/2050 - rest interpolated,17.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_H2,1,2055,26.9058,,MEUR/PJ,same as 2050 for now,17.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_H2,1,2060,26.9058,,MEUR/PJ,same as 2050 for now,17.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Hardcoal,1,2018,2.4045,,MEUR/PJ,World Bank Commodity Outlook 2022,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Hardcoal,1,2021,4.2409,,MEUR/PJ,World Bank Commodity Outlook 2022,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Hardcoal,1,2025,3.3911,,MEUR/PJ,IEA World Energy Outlook 2024: Steam coal (European Union): APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Hardcoal,1,2030,1.9654,,MEUR/PJ,IEA World Energy Outlook 2024: Steam coal (European Union): APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Hardcoal,1,2035,1.7658,,MEUR/PJ,IEA World Energy Outlook 2024: Steam coal (European Union): APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Hardcoal,1,2040,1.5661,,MEUR/PJ,IEA World Energy Outlook 2024: Steam coal (European Union): APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Hardcoal,1,2045,1.5201,,MEUR/PJ,IEA World Energy Outlook 2024: Steam coal (European Union): APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Hardcoal,1,2050,1.474,,MEUR/PJ,IEA World Energy Outlook 2024: Steam coal (European Union): APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Hardcoal,1,2055,1.474,,MEUR/PJ,same as 2050 for now,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Hardcoal,1,2060,1.474,,MEUR/PJ,same as 2050 for now,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_LNG,1,2018,9.0422,,MEUR/PJ,World Bank Commodity Outlook 2022,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_LNG,1,2021,9.2128,,MEUR/PJ,World Bank Commodity Outlook 2022,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_LNG,1,2025,9.5784,,MEUR/PJ,IEA World Energy Outlook 2024: Natural gas (Japan): APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_LNG,1,2030,5.8006,,MEUR/PJ,IEA World Energy Outlook 2024: Natural gas (Japan): APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_LNG,1,2035,5.5021,,MEUR/PJ,IEA World Energy Outlook 2024: Natural gas (Japan): APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_LNG,1,2040,5.2035,,MEUR/PJ,IEA World Energy Outlook 2024: Natural gas (Japan): APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_LNG,1,2045,5.2462,,MEUR/PJ,IEA World Energy Outlook 2024: Natural gas (Japan): APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_LNG,1,2050,5.2888,,MEUR/PJ,IEA World Energy Outlook 2024: Natural gas (Japan): APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_LNG,1,2055,5.2888,,MEUR/PJ,same as 2050 for now,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_LNG,1,2060,5.2888,,MEUR/PJ,same as 2050 for now,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Oil,1,2018,9.0735,,MEUR/PJ,World Bank Commodity Outlook 2022,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Oil,1,2021,10.3529,,MEUR/PJ,World Bank Commodity Outlook 2022,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Oil,1,2025,11.6387,,MEUR/PJ,IEA World Energy Outlook 2024: Crude oil: APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Oil,1,2030,10.5882,,MEUR/PJ,IEA World Energy Outlook 2024: Crude oil: APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Oil,1,2035,9.9265,,MEUR/PJ,IEA World Energy Outlook 2024: Crude oil: APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Oil,1,2040,9.2647,,MEUR/PJ,IEA World Energy Outlook 2024: Crude oil: APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Oil,1,2045,8.8971,,MEUR/PJ,IEA World Energy Outlook 2024: Crude oil: APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Oil,1,2050,8.5294,,MEUR/PJ,IEA World Energy Outlook 2024: Crude oil: APS,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Oil,1,2055,8.5294,,MEUR/PJ,same as 2050 for now,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_Import_Oil,1,2060,8.5294,,MEUR/PJ,same as 2050 for now,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Gas,1,2018,4.4409,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Gas,1,2021,13.0472,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Gas,1,2025,8.3933,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Gas,1,2030,4.8623,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Gas,1,2035,4.5382,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Gas,1,2040,4.214,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Gas,1,2045,4.214,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Gas,1,2050,4.214,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Gas,1,2055,4.214,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Gas,1,2060,4.214,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Oil,1,2018,8.6198,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Oil,1,2021,9.8353,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Oil,1,2025,11.0568,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Oil,1,2030,10.0588,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Oil,1,2035,9.4302,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Oil,1,2040,8.8015,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Oil,1,2045,8.4522,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Oil,1,2050,8.1029,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Oil,1,2055,8.1029,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Oil,1,2060,8.1029,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Coal_Hardcoal,1,2018,2.2843,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Coal_Hardcoal,1,2021,4.0289,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Coal_Hardcoal,1,2025,3.2215,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Coal_Hardcoal,1,2030,1.8671,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Coal_Hardcoal,1,2035,1.6775,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Coal_Hardcoal,1,2040,1.4878,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Coal_Hardcoal,1,2045,1.4441,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Coal_Hardcoal,1,2050,1.4003,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Coal_Hardcoal,1,2055,1.4003,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,R_Coal_Hardcoal,1,2060,1.4003,,MEUR/PJ,"Assumption: 95% of ""Z_Import"" value",04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,CHP_Biomass_Solid_CCS,1,2018,1.0018,,MEUR/PJ,DEA: Technology Catalogue (CCS): technology without CCS + 2.5EUR/tCO2,15.10.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,CHP_Biomass_Solid_CCS,1,2025,1.0018,,MEUR/PJ,DEA: Technology Catalogue (CCS): technology without CCS + 2.5EUR/tCO2,15.10.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,CHP_Biomass_Solid_CCS,1,2030,1.0018,,MEUR/PJ,DEA: Technology Catalogue (CCS): technology without CCS + 2.5EUR/tCO2,15.10.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,CHP_Biomass_Solid_CCS,1,2035,1.0018,,MEUR/PJ,DEA: Technology Catalogue (CCS): technology without CCS + 2.5EUR/tCO2,15.10.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,CHP_Biomass_Solid_CCS,1,2040,1.0018,,MEUR/PJ,DEA: Technology Catalogue (CCS): technology without CCS + 2.5EUR/tCO2,15.10.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,CHP_Biomass_Solid_CCS,1,2045,1.0018,,MEUR/PJ,DEA: Technology Catalogue (CCS): technology without CCS + 2.5EUR/tCO2,15.10.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,CHP_Biomass_Solid_CCS,1,2050,1.0018,,MEUR/PJ,DEA: Technology Catalogue (CCS): technology without CCS + 2.5EUR/tCO2,15.10.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,CHP_Biomass_Solid_CCS,1,2055,1.0018,,MEUR/PJ,DEA: Technology Catalogue (CCS): technology without CCS + 2.5EUR/tCO2,15.10.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,CHP_Biomass_Solid_CCS,1,2060,1.0018,,MEUR/PJ,DEA: Technology Catalogue (CCS): technology without CCS + 2.5EUR/tCO2,15.10.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,CHP_Coal_Hardcoal_CCS,1,2018,1.4822,,MEUR/PJ,DEA: Technology Catalogue (CCS): technology without CCS + 2.5EUR/tCO2,15.10.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,CHP_Coal_Hardcoal_CCS,1,2025,1.4822,,MEUR/PJ,DEA: Technology Catalogue (CCS): technology without CCS + 2.5EUR/tCO2,15.10.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,CHP_Coal_Hardcoal_CCS,1,2030,1.4822,,MEUR/PJ,DEA: Technology Catalogue (CCS): technology without CCS + 2.5EUR/tCO2,15.10.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
